0 1.5 37.6238
1 1.5 36.3288
2 1.5 36.6715
3 1.5 36.6715
4 1.5 36.6715
5 1.5 36.6715
6 1.5 36.6461
7 1.5 36.4143
8 1.5 36.4143
9 1.5 33.5663
10 1.5 33.1301
11 1.5 33.1301
12 1.5 32.9848
13 1.5 32.9848
14 1.5 34.3539
15 1.5 34.3539
16 1.5 34.3539
17 1.5 34.3539
18 1.5 34.3066
19 1.5 35.2254
20 1.5 33.8985
21 1.5 34.5399
22 1.5 32.7925
23 1.5 32.7925
24 1.5 32.7925
25 1.5 31.5111
26 1.5 31.5111
27 1.5 31.0189
28 1.5 32.0237
29 1.5 32.2573
30 1.5 32.17
31 1.5 32.17
32 1.5 31.8226
33 1.5 31.9705
34 1.5 31.9705
35 1.5 32.463
36 1.5 32.463
37 1.5 32.4197
38 1.5 32.4197
39 1.5 32.3935
40 1.5 32.6674
41 1.5 32.7866
42 1.5 32.2963
43 1.5 32.2963
44 1.5 31.9154
45 1.5 32.4863
46 1.5 31.8964
47 1.5 31.8659
48 1.5 31.2652
49 1.5 31.2652
50 1.5 31.2652
51 1.5 30.7514
52 1.5 29.5186
53 1.5 29.5186
54 1.5 30.0259
55 1.5 30.0259
56 1.5 30.0259
57 1.5 30.0229
58 1.5 30.6021
59 1.5 30.6021
60 1.5 30.6021
61 1.5 29.4317
62 1.5 32.3101
63 1.5 31.8585
64 1.5 31.8585
65 1.5 31.8585
66 1.5 31.0909
67 1.5 30.3957
68 1.5 30.1668
69 1.5 30.3435
70 1.5 30.3435
71 1.5 30.3435
72 1.5 30.3435
73 1.5 30.2648
74 1.5 30.2648
75 1.5 31.8478
76 1.5 31.8478
77 1.5 31.8478
78 1.5 32.8062
79 1.5 32.8062
80 1.5 32.4645
81 1.5 33.5097
82 1.5 32.547
83 1.5 32.7662
84 1.5 32.8171
85 1.5 31.808
86 1.5 31.3988
87 1.5 29.9574
88 1.5 30.1154
89 1.5 29.5121
90 1.5 31.364
91 1.5 31.8304
92 1.5 31.8304
93 1.5 32.6638
94 1.5 33.0082
95 1.5 33.0082
96 1.5 34.2766
97 1.5 34.2766
98 1.5 34.2766
99 1.5 34.2766
100 1.4 34.2766
101 1.4 34.2766
102 1.4 32.7585
103 1.4 32.7585
104 1.4 32.7585
105 1.4 32.7585
106 1.4 32.7585
107 1.4 34.9503
108 1.4 36.5055
109 1.4 34.6054
110 1.4 34.5934
111 1.4 34.5934
112 1.4 35.9091
113 1.4 35.9091
114 1.4 35.991
115 1.4 36.4968
116 1.4 35.1421
117 1.4 35.9422
118 1.4 35.9422
119 1.4 36.1754
120 1.4 36.2266
121 1.4 36.2266
122 1.4 34.5574
123 1.4 34.5574
124 1.4 35.1115
125 1.4 35.4324
126 1.4 35.4324
127 1.4 37.0129
128 1.4 35.1984
129 1.4 35.1984
130 1.4 35.1984
131 1.4 35.2936
132 1.4 35.2936
133 1.4 34.8676
134 1.4 34.1425
135 1.4 34.1425
136 1.4 34.1425
137 1.4 32.9625
138 1.4 32.703
139 1.4 31.4485
140 1.4 31.4485
141 1.4 32.6194
142 1.4 30.7989
143 1.4 30.7833
144 1.4 31.6525
145 1.4 31.6525
146 1.4 31.6525
147 1.4 32.8104
148 1.4 30.7197
149 1.4 30.7197
150 1.4 30.7517
151 1.4 30.9995
152 1.4 30.0431
153 1.4 28.6653
154 1.4 28.366
155 1.4 31.174
156 1.4 31.5138
157 1.4 31.2435
158 1.4 32.3363
159 1.4 31.712
160 1.4 30.4191
161 1.4 29.7168
162 1.4 29.4541
163 1.4 28.733
164 1.4 28.733
165 1.4 29.1003
166 1.4 28.4213
167 1.4 28.9249
168 1.4 29.5975
169 1.4 28.8666
170 1.4 28.8666
171 1.4 28.8666
172 1.4 28.09
173 1.4 28.3133
174 1.4 28.3133
175 1.4 28.3133
176 1.4 28.3133
